post_id,autor_id,texto,contagem_reposts,contagem_likes,timestamp
at://did:plc:tjaujrdesw45c47qcxto2w7h/app.bsky.feed.post/3m3qiajpmac2q,gizmoartifice.bsky.social,">>> ...
>>> Another song of silk, this one a little later~ Oh gosh I've been waiting for this! How many different ways will I die tonight?

www.twitch.tv/gizmoartifice

#vtuber #twitch #silksong",4,4,2025-10-21T23:28:00.461Z
at://did:plc:ykpp5m5ss7xlbbqu5wxzemi2/app.bsky.feed.post/3m3pzexnejk2v,luckycannon.bsky.social,"Relistened to the stranger and now the urge to draw a song lyric comic about char is strong... ""some are satin, some are steel, some are silk, and some are leather. Theyre the faces of a stranger but we love to try them on"" im unwell",0,1,2025-10-21T19:02:03.159Z
at://did:plc:dlsrrrnudstjzbbscoszvrj5/app.bsky.feed.post/3m3pzcv6d3s2b,megamonkeymike.bsky.social,Silk song day 5 twitch.tv/mega_monkey_...,0,1,2025-10-21T19:00:53.459Z
at://did:plc:rcg5nvn2xlzydd2ie74czdtx/app.bsky.feed.post/3m3pz2s575c2i,broshades.bsky.social,I wish I could find the exact tweet I'm thinking of (or maybe it was on Remap Radio that she said it) but @gameonysus.bsky.social has been playing through Silk Song and has had some really great things to say about the way difficulty is handled in that game (+ the fan response to frustration.),0,3,2025-10-21T18:56:21.841Z
at://did:plc:4shx46fa7p2u7hcma2b5tpjq/app.bsky.feed.post/3m3pvxcmm6k2o,voiddebris.bsky.social,"Tried making a tiny lil Hornet for my friend who's been obsessed lately~

《 #FanArt #PixelArt #Pixel #SilkSong #HollowKnight #Hornet 》",5,17,2025-10-21T18:00:43.228Z
at://did:plc:t7hytxco62kjjckljgwhcldk/app.bsky.feed.post/3m3pvubtgw224,kesswylie.kess.co,"Okay.
In act 3 of silk song.
And I can comfortably say.
Ocarina of time is a Metroidvania",0,10,2025-10-21T17:59:02.192Z
at://did:plc:o5nwjiitp6p6x2o5k47yakrp/app.bsky.feed.post/3m3ptxzfpy22q,xloner12.bsky.social,I've been happy with the silk song deep dives you guys have done the past few episodes. Not to mention having danika on has been a blast.,0,0,2025-10-21T17:25:20.088Z
at://did:plc:cefjuvyzye6shwztd4u7lxty/app.bsky.feed.post/3m3pt4ewgvk2h,dahmuttdog.bsky.social,i'm back playin more Silk Song twitch.tv/dahmuttdog,0,2,2025-10-21T17:09:52.647Z
at://did:plc:fgj4lambznkjyrbmp76txqln/app.bsky.feed.post/3m3pnz4eipc2n,ursamajorvt.bsky.social,"I’m super excited to be a part of the raid train tonight at 9pm CST! I’m still debating on the game to play, while I could play more Rabbit & Steel I could also try my hand at Fragpunk or Silk Song. 

AAAAARGH DECISIONS ARE HARD",0,1,2025-10-21T15:38:34.298Z
at://did:plc:7q5nukru4fxb27puixzn3bnw/app.bsky.feed.post/3m3owqujzi22c,mravasan.bsky.social,"My gay OC couple, Luci and Walren 🐺🪽
This meme fits them too well—I had to draw it.
Luci finally got to play Silk Song after being buried in work since launch, and Walren’s just happy they finally talked things out.
#oc #LuciferMorningstar #Luci #Walren #art",1,8,2025-10-21T08:42:21.584Z
at://did:plc:g4bwhjsweobkb5qmqld6caqg/app.bsky.feed.post/3m3ou54n5qs2u,rendraws.bsky.social,"CRUST KING KHANN!!

#Silksong #Art #Fanart #CrustKingKhann #HollowKnight",6,37,2025-10-21T07:55:31.506Z
at://did:plc:s665vdvfachfq4b7dnj5oi7m/app.bsky.feed.post/3m3or6p2fb22t,bangaawhitemage.bsky.social,"Felt weirdly down tonight, I tried to down the feelings out in silk song. While I made progress it didn't help too much. 

Hopefully sleep does help, bluh",0,4,2025-10-21T07:02:43.148Z
at://did:plc:iaqpxixjimf44ejp4m5543tu/app.bsky.feed.post/3m3opf7mha22p,rushpirate1.bsky.social,"Silk SOng is a ton of fun and frustration! I made a ton of progress, saw some cool easter eggs and found so many things! Thanks for being there and thanks to twitch.tv/mikgaming twitch.tv/babylonzool  for the raids! we sailed to twitch.tv/JonnieUniverse86 for some Merio Kart!",0,2,2025-10-21T06:30:34.361Z
at://did:plc:gefxkqeabcn5prbszyqx7ptq/app.bsky.feed.post/3m3on2tuykc2q,xindale.bsky.social,"youtu.be/5xuxkSJk5RE?...
Honey returning to Silk Song on Friday for more pogoing",0,0,2025-10-21T05:48:59.029Z
at://did:plc:p7z3nnmpm23qoo7x72csmz47/app.bsky.feed.post/3m3ol6pms322f,puritystar.bsky.social,"I feel bad, I played silk song for 52 mins and it's gathering so much dust in my steam library.",0,1,2025-10-21T05:15:21.300Z
at://did:plc:jdgubxhg336ifah3g45nwotv/app.bsky.feed.post/3m3ojholfi22u,amirawintersong.bsky.social,"No. If you take a game like silk song. It plays well and is high quality. Polished and costs what it should. Cash grabs require low effort. Like a port with no polish, or za. Where half the npcs are standing there doing nothing and the game is buggy with the visuals not out of place on an n64.",0,0,2025-10-21T04:44:34.713Z
at://did:plc:iywsv6b2qv2tfjvo3qieia6n/app.bsky.feed.post/3m3oi52zxx22x,tuliparanger.bsky.social,S… silk? Song?,0,0,2025-10-21T04:20:44.932Z
at://did:plc:pg6al4zdsi7j3xker2cjiaun/app.bsky.feed.post/3m3ofndfaas25,ghosttthi.bsky.social,"regacei dois boss no silk song q delicia
uma pena ter q dormir e trabalhar amanhã se não eu ia ficar a madrugada vidrado nessa porra",0,0,2025-10-21T03:36:09.329Z
at://did:plc:jxqridi7d7wq53hl2l64ntu4/app.bsky.feed.post/3m3oedp2olk2u,igasu.bsky.social,So far I feel like so much of silk song forces you to enter a flow State. I don't know if that's good or really annoying LOL,0,0,2025-10-21T03:12:52.286Z
at://did:plc:g3kqspgqclmzo3mypegu6rrw/app.bsky.feed.post/3m3odw3ujuk2a,reluctantunicorn.bsky.social,"I'm just fucking sobbing over #silksong rn don't mind me

Hadn't even touched the series, like, a month ago and now I've beaten both #hollowknight and silk song and Hornet and the trio of siblings have become some of my absolute favorite characters ever 😭",0,0,2025-10-21T03:05:15.955Z
at://did:plc:sliywhmsq6ieplltfkm6zltw/app.bsky.feed.post/3m3odc4yqp22k,walksineternity.bsky.social,"( sagely. ) 

silk song.",0,0,2025-10-21T02:54:06.052Z
at://did:plc:w3wkkvdv7rscqkag6vpnrhv3/app.bsky.feed.post/3m3oaaqb6mc2y,msico.bsky.social,time to silk this fuckin song,0,2,2025-10-21T01:59:37.892Z
at://did:plc:7if2ekf7llbypegqtzyi5bw4/app.bsky.feed.post/3m3o3fzv6zc2r,cakedragon.bsky.social,We haven't touched Atlys since the update we need to sometime.. (just first time stranger and silk song),0,4,2025-10-21T00:33:07.074Z
at://did:plc:ak4aeajrtx4mloc7etkfqxv6/app.bsky.feed.post/3m3o2zn62us24,shastakat.bsky.social,"It's time to silk. It's time to song. It's time for more SILKSONG!

✨LIVE✨ twitch.tv/shastakat

#twitch #twitchstreamer",0,1,2025-10-21T00:26:11.075Z
at://did:plc:iaqpxixjimf44ejp4m5543tu/app.bsky.feed.post/3m3nxxoeshk2o,rushpirate1.bsky.social,The song plays and I strike swift and sure in more Silk Song! www.twitch.tv/rushpirate1,0,2,2025-10-20T23:31:24.015Z
at://did:plc:vmhuk23ted4wrjjlsfib5pnn/app.bsky.feed.post/3m3nuxsgs422u,frankiespankie.bsky.social,Did you finish silk song,0,0,2025-10-20T22:37:47.049Z
at://did:plc:b552c62iznd63dbzg6m5al2i/app.bsky.feed.post/3m3nrb7zve22f,lucidjester3.vtubers.social,"Fluttering from silk and song to neon and chrome tonight~ 🦋💻
Come dream with me as we wander through Silksong before diving into Cyberpunk Red 💫

🔗 twitch.tv/lucid_jester3",1,2,2025-10-20T21:31:28.312Z
at://did:plc:mbwb25xsscgl2kk5poz6iuss/app.bsky.feed.post/3m3nps5ulus2q,underbattle.bsky.social,"UnderTober: The Second One 
Jour 20 : Silk and Song
www.pixiv.net/en/artworks/...
 #Hornet #Lace #HollowKnightSilksong",0,0,2025-10-20T21:05:08.856Z
at://did:plc:ercz2blig7zfs5m2xpidzi36/app.bsky.feed.post/3m3npakacqk2q,grimshade.bsky.social,"I so wanna play silk song but i dont think i can afford to buy it and still feel secure.

Thats my vote.

Tbh im hankering fir either hades 2 or balatro",0,1,2025-10-20T20:55:17.987Z
at://did:plc:kevm5pypicd3d3tspvhyz6vi/app.bsky.feed.post/3m3nnnr4btk2a,zabrielfortuna.bsky.social,Maybe we beat the last boss today? :3 Silk Song www.twitch.tv/zabrielfortuna,1,3,2025-10-20T20:26:53.918Z
at://did:plc:ods2makfvwxk22dmjqmlm22e/app.bsky.feed.post/3m3nmz4yvls2z,rapidsketching.bsky.social,HORNET SILK SONG?!?!??,1,1,2025-10-20T20:15:21.747Z
at://did:plc:orxqweu3wkapfapl5qhb6xig/app.bsky.feed.post/3m3nmqfjrvs2p,literarybeardo.blacksky.app,That Mariah/Anderson Paak joint sounds like a throwaway Silk Sonic song.,0,0,2025-10-20T20:10:28.699Z
at://did:plc:nmt64ukrrphbh2o3ppnsow2f/app.bsky.feed.post/3m3ndpzbhms22,shujiwakahisa.bsky.social,"🦉Quest Schedule for the Week!🦉

THE GRIND NEVER STOPS!!!... I am so sleepy :'3 Time to draw / polish the new prints! 

See ya there! 
🎨 by  @rookleonhart.bsky.social 

▶ www.twitch.tv/shujiwakahisa 

#Vtuber | #Vsky | #ENVtubers | #StreamSchedule",1,6,2025-10-20T17:29:12.166Z
at://did:plc:iowgsb3ll4iaiyuaafnmx4id/app.bsky.feed.post/3m3nd7ffe322j,xneocakes.bsky.social,Me when I was supposed to finish my video by yesterday and I just haven’t cuz I’ve been playing ZA and I just wanna finish before I end up getting spoiled but wow now that I mention it I gotta finish deltarune before I get spoiled too and hollow knight so I can play silk song and-,0,0,2025-10-20T17:19:54.452Z
at://did:plc:sa4h4mcpowuesfb2ls5t55p2/app.bsky.feed.post/3m3nc5uxfbc2l,altaira-demon.bsky.social,"Going Live! A song of Silk & Fire - A tiny Oni tries Silksong! - Playing Silksong
#Vtuber #Silksong #HollowKnight
(Stream link below or in bio)",1,3,2025-10-20T17:01:09.921Z
at://did:plc:flsgsvhfnahnk7i5lkggb3ym/app.bsky.feed.post/3m3nascubm22v,pixelame.bsky.social,this whole fucking time I thought hollow night and shovel night were the same fucking thing and I was wondering where the shovel guy was in this new fucking silk song game,0,2,2025-10-20T16:36:48.105Z
at://did:plc:iate4bn6soux7tco5som74ae/app.bsky.feed.post/3m3n6fvg4s22x,jellyduck100.bsky.social,"🔴 Silk of the Song written by jello bello [PNGTUBER] - spooktober stream | !discord !fonts !fish 

www.twitch.tv/jellyduck100",0,3,2025-10-20T15:54:03.872Z
at://did:plc:o2s6uovbq4ahhesv46cjpozb/app.bsky.feed.post/3m3n3viqulk2h,guybeingadude.bsky.social,"Finally bought it last night and got through the hunter's path. Already in love with the movement and world building! Silk my Song harder, Hornet!",0,4,2025-10-20T15:09:06.238Z
at://did:plc:dlsrrrnudstjzbbscoszvrj5/app.bsky.feed.post/3m3n3pxd44c2j,megamonkeymike.bsky.social,Super early stream with some Seal Chain call of blood  then more  Silk song day4 twitch.tv/mega_monkey_...,0,1,2025-10-20T15:06:00.189Z
at://did:plc:pja7uo3tef2mvz4czgzg7wjp/app.bsky.feed.post/3m3mzv3zrus2w,crypticaphid.bsky.social,"*smacks silk song*
This lil baby can fit so many areas into it.",0,6,2025-10-20T14:33:05.416Z
at://did:plc:wrgxhvh6mbimqwekfoiujzhr/app.bsky.feed.post/3m3mydlvpfc2q,he4vyhe4rted.bsky.social,KKKKKKKto vendo ele jogar silk song,0,1,2025-10-20T14:05:24.337Z
at://did:plc:t5vxyhuin576wgvbasfogjyi/app.bsky.feed.post/3m3mycz4ea22k,maplemash.bsky.social,"More silk and song tonight! Hoping to wrap up some things in act 2 so I can take on act 3 maybe! So more bosses and getting super lost tryna find them 🧡

I’ll be starting up at 9:00PM CST over on twitch later tonight ;3c",1,6,2025-10-20T14:05:04.632Z
at://did:plc:3ohh6zxwqccggf7aeuwxqwli/app.bsky.feed.post/3m3mxljpyck2q,dariusthesnow.bsky.social,MOrning Lodge member Today we are doing another double feature. First off we are playing perennial order! cause it seems like a fun dark souls type game and afterwards we are playing some more silk song as we try to make progress! @everyone See you in an hour!,0,1,2025-10-20T13:51:56.746Z
at://did:plc:us3l5bnvql3okhenioa3vtrk/app.bsky.feed.post/3m3mu4wcsv22t,stacpac.bsky.social,I heard they made a song about how much silk she produces,0,4,2025-10-20T12:50:05.403Z
at://did:plc:7hqf6xja727uwjahuwclol5n/app.bsky.feed.post/3m3mnpaewik2t,tsukiofthestars.bsky.social,"So far Ive been seeing many neat themes in just a few minutes of playing Silksong.

Strings.
Silk.
Bone.
Music.
Song.

Oh, and many religious themes:
Faith.
Veils.
Rosaries.
Prayer.
Bells.
Pilgrimage.

Its just neat idk.",0,1,2025-10-20T10:55:03.746Z
at://did:plc:o3hq32dowyoheyxb4ce6ixvc/app.bsky.feed.post/3m3mmnurnv227,vanvorotterpup.bsky.social,Ooh silk song,0,0,2025-10-20T10:36:24.285Z
at://did:plc:icd435k2apwmhfgw2pfdrmoq/app.bsky.feed.post/3m3mfvtspxc2e,jdplaysmoth.bsky.social,I know nothing about the game or the shitposts so I drew a Halloween trick or treat bug from silk song to enter the giveaway because I really really like your toys omg!!,0,1,2025-10-20T08:35:35.497Z
at://did:plc:pw3mbtcj34nh3tnspowys3oj/app.bsky.feed.post/3m3meaoblv22i,jazziecat.bsky.social,Silk song done and finished,0,1,2025-10-20T08:05:51.308Z
at://did:plc:j5jis5eg4h45kwktjf7gbzfw/app.bsky.feed.post/3m3md475l622l,t3gamerealm.bsky.social,"Hollow Knight: Silk Song News
youtube.com/shorts/fA-Qk... 

#hollowknight #hollowknightsilksong #gamingnews",1,1,2025-10-20T07:45:27.500Z
at://did:plc:r6iamlybhlvtidegn6etezaj/app.bsky.feed.post/3m3m6j5nbr22s,snowmutt.bsky.social,Idk I think I might just skip Silk Song. It's so frustrating to play.,0,4,2025-10-20T06:23:13.421Z
at://did:plc:qbuqzf5gvgugpkt7qhdodu32/app.bsky.feed.post/3m3lrt6y4b22j,dragoture.bsky.social,Finally got to Act 2 of Silk Song!,0,0,2025-10-20T02:36:11.725Z
at://did:plc:dlsrrrnudstjzbbscoszvrj5/app.bsky.feed.post/3m3lpor6pms2e,megamonkeymike.bsky.social,Would y’all be ok if I streamed maybe around 10am cst?we’ll do some more silk song and a spooky game,0,0,2025-10-20T01:57:55.560Z
at://did:plc:js52freb4xlfc6i3xikns55o/app.bsky.feed.post/3m3lmghgr5223,tdnightgaming.bsky.social,"www.twitch.tv/trinitynight...
Its time to silk more song. Come watch and vibe!
#aroace #vtuber #silksong",0,4,2025-10-20T00:59:35.677Z
at://did:plc:sjkaw7cvx46sxebusq2bzmaz/app.bsky.feed.post/3m3llosqios2m,saphchan.bsky.social,"I am the Silk of my Song//
I am the Hollow of my Knight 🗡🗡

#hollowknight #silksong #shirouday",16,34,2025-10-20T00:46:22.205Z
at://did:plc:yru7ytmmmleqvb5s5p6iezo4/app.bsky.feed.post/3m3ljfyjdbk2r,fabitones.bsky.social,"Eu e Magali estávamos fazendo desenhos inspirados pelo GotY
#Silksong #art",0,6,2025-10-20T00:05:38.707Z
at://did:plc:dyuvnkrkctpacp7njip4hbmt/app.bsky.feed.post/3m3lergr2nc2m,ansiedark.bsky.social,"Si es niña: Silk 🪡
Si es niño: Song 🎵",0,1,2025-10-19T22:42:34.129Z
at://did:plc:komrxxnlw3ses7rz3r643psk/app.bsky.feed.post/3m3le5a7zss27,melonypepon.bsky.social,"I think imma start an hour early today 👀 So much to do, I gotta silk that Song!!
So 7pm Central!!!",1,7,2025-10-19T22:31:16.192Z
at://did:plc:6bjjqyj2ygwcu37cd4iia2qe/app.bsky.feed.post/3m3l7zw6zwk2i,martincostello.com,Not enjoying Silk Song right now as I’ve run out of exploration. Every one of the ~7 options I have to progress somewhere new involves an annoying and/or difficult boss.,0,0,2025-10-19T21:17:50.043Z
at://did:plc:s7kkm4w2tn7kzkrqzaluczdh/app.bsky.feed.post/3m3l7elcbts2m,nessiopeia.space,Silk Song in 4 hours 😈😈😈 on my first attempt,2,37,2025-10-19T21:05:53.964Z
at://did:plc:es3i5de2uzhbpnx5oelt66wx/app.bsky.feed.post/3m3kswrbkus2k,cryst78.bsky.social,My plan was to go play hollow knight again after silk song as well.,0,0,2025-10-19T17:23:25.576Z
at://did:plc:jan7p5b77qjjknj7hkczmx6w/app.bsky.feed.post/3m3kokscpvc2e,beandtea.bsky.social,Got any examples of companies who do their consumer right? I wanna take notes for when I decide to make my hypothetical company a reality. Gotta be like silk song devs and show people the way again.,0,0,2025-10-19T16:05:09.041Z
at://did:plc:jpq7qwhawqyz2xfrwzrmkjwr/app.bsky.feed.post/3m3kmub2ci227,xlaw804.com,I know a lot of things suck right now but between Silk Song and DQ11 im thankful to have experienced gaming from the 90s to the present.,0,0,2025-10-19T15:34:39.001Z
at://did:plc:awgfoku4kvx4kvfbkzhccfkn/app.bsky.feed.post/3m3kibjuuxk2e,victorprs.bsky.social,assim 🤏 de tacar o foda-se pra esse silk e essa song,0,0,2025-10-19T14:12:35.758Z
at://did:plc:2io7pesox5hadztpchxejzad/app.bsky.feed.post/3m3kcrot6gc2j,alternafag.bsky.social,quase platinando silk song ja!!! 🫩,0,0,2025-10-19T12:34:15.366Z
at://did:plc:ii7zzjmrn2u3qwcs662z2jew/app.bsky.feed.post/3m3k5pq3pbs2i,hareyamayoco45.bsky.social,"Commission

splatoon x silk song x 風の谷

🚫Saving is prohibit
#splatoon #splatoonoc #スプラトゥーン　#イラスト",3,25,2025-10-19T11:03:40.866Z
at://did:plc:7kslh5ku7drrllnym76l6ceg/app.bsky.feed.post/3m3k5fckn722p,sweensgaming.bsky.social,Taking a break from Silk Song and going to focus on Finishing Blasphemous 2. As well we have more Pokemon Legends ZA.,0,0,2025-10-19T10:57:51.132Z
at://did:plc:lexxs6fh4fkv5lpueiboeu6z/app.bsky.feed.post/3m3k2zpp62s2n,the--gooseman.bsky.social,"Crimson Demon of Silk and Song

#KonoSubarashiiSekaiNiShukufukuWo #Art #この素晴らしい世界に祝福を #このすば #Megumin #Silksong",3,5,2025-10-19T10:15:34.674Z
at://did:plc:zn3wxe3mhwcy5spssl43bbog/app.bsky.feed.post/3m3jk2gokcc22,itsjustd3z.bsky.social,Just beat a boss in Silk Song. It’s pretty early on in the game but I’m not the best at metroidvanias. I had to dissociate through every phase prior to the last one lol.,0,2,2025-10-19T05:11:45.269Z
at://did:plc:2dgfrdwyhembxnetteor6352/app.bsky.feed.post/3m3jio3xdv22o,rinj0ker.bsky.social,"⭐Happy Stardust saturday of Team Phantom SEES Hideout friends Soaring the skies Live 6 that are Stars ⭐
⭐neoignacioblaze - Pokemon legends ZA 
⭐Gr33nme93 - sonic racing crossworlds 
⭐izuminoog - Marvel rivals
⭐MysticsRiver - hollow knight silk song",0,2,2025-10-19T04:46:57.628Z
at://did:plc:peiqaj5egypt2vejiuips7gz/app.bsky.feed.post/3m3jcdvtkjc2e,superbulletwill.bsky.social,Roll credits on Silk Song true ending. Now I'm just chilling until Dragon Quest 1 and 2 Remake,0,0,2025-10-19T02:53:53.218Z
at://did:plc:j6xt3yq7he5lik2oe23hylmz/app.bsky.feed.post/3m3j7zzwpqs2f,sauronbane.vtubers.social,"Sign that Hollow Knight Silk Song is a fucking nightmare for me...

My disrespect counter has been past 30 every single one of my Silksong streams",0,0,2025-10-19T02:12:34.488Z
at://did:plc:vh2miuzxmec75re3hi4v7hj3/app.bsky.feed.post/3m3j7ig3dpx2d,fiftymusic.bsky.social,"""Freak Me"" is a song by American R&B group #Silk. It was released in February 1993 as the second single from their debut album, #LoseControl (1992). It was co-written and co-produced by #KeithSweat, for whom Silk was a touring opening act. Tim Cameron, Jimmy Gates.",0,0,2025-10-19T02:02:43.188465+00:00
at://did:plc:ktaajpnq4ow3ud4l55qcgqgn/app.bsky.feed.post/3m3iyzc6oac2k,artcreates.vtubers.social,"Thank you all for joining the hunts. Was nice to do some grinding with you all!

Also thank you all for 400 followers on Twitch! I really appreciate you all.

Thanks @/FairySolSieghart for the raid. We spread the chaos to @kohinharu.bsky.social inHaru playing Silk Song!

www.twitch.tv/kohinharu",1,1,2025-10-19T00:06:53.390Z
at://did:plc:jw6fkkpakyjc5jzv5snejaas/app.bsky.feed.post/3m3ix6tlowk2c,pegushi.bsky.social,Is it me or all the silk song bugs all crazy attractive,2,23,2025-10-18T23:34:11.930Z
at://did:plc:7bc4elrhs3azkntsfe33zzws/app.bsky.feed.post/3m3itjkgqhk2r,kerbyroth.bsky.social,"we up!
playing silk song come watch 
www.twitch.tv/kerbyroth",0,0,2025-10-18T22:28:36.462Z
at://did:plc:nmt64ukrrphbh2o3ppnsow2f/app.bsky.feed.post/3m3is2pv6yg2i,shujiwakahisa.bsky.social,"Ayo ayo we Live now~ 🦉

Climbing the Citadel One Thread At A Time 

▶ www.twitch.tv/shujiwakahisa 

#Vtuber | #VSky | #TwitchStreamer",1,4,2025-10-18T22:02:25.091Z
at://did:plc:mqvgdnx7twnvfuechk3l57qm/app.bsky.feed.post/3m3inegdlcc2u,puremayhem.seeks.quest,"Staring at Ninja Gaiden ragebound, silk song, arc, and ori….. while waiting for Tsushima to finish downloading 😎it’s a great age for the adhd",0,1,2025-10-18T20:38:21.941Z
at://did:plc:uq2wve5wxiqiznm3sfyugm3b/app.bsky.feed.post/3m3imkzyz4s24,bludolfincreations.bsky.social,"Inspired by BTS OT7 last song before enlistment promising the best is Yet To Come. In 2026 the wait is over and I can't wait!
Made with Swarovski Crystal and Miyuki beads. The OT7 charm is sterling silver. Handmade one-of-a-kind. Size 6.5""
bludolfincreations.etsy.com/listing/1799...",1,3,2025-10-18T20:24:10.144Z
at://did:plc:qqxsbxspptbu2jj75esihts4/app.bsky.feed.post/3m3ijxbfdvs2x,thefairyartmother.bsky.social,"I am going to be making my Hornet (Silk Song) Halloween costume from scratch. 

Never worked with Eva foam before or a sewing machine before. Wish me luck",0,23,2025-10-18T19:37:19.310Z
at://did:plc:33ous242q5n27zsxfno7klyz/app.bsky.feed.post/3m3ijkcipek2f,skelwolf.bsky.social,I think I’m almost done with silk song and man I really love it,0,0,2025-10-18T19:30:04.275Z
at://did:plc:nnvxvjc5usgdg4dbuzamm3ef/app.bsky.feed.post/3m3ifofq2ks2o,pupkit.bsky.social,Silk song!,0,1,2025-10-18T18:20:46.911Z
at://did:plc:wrgxhvh6mbimqwekfoiujzhr/app.bsky.feed.post/3m3if63mgz223,he4vyhe4rted.bsky.social,"tao bonitinho o som qur as pulgas fazem 

so silk song pra ne fazer gostar desses diabo",0,0,2025-10-18T18:11:39.436Z
at://did:plc:s665vdvfachfq4b7dnj5oi7m/app.bsky.feed.post/3m3ide5qwhs2u,bangaawhitemage.bsky.social,"... cravings to play time stranger pfff, I gotta get through silk song first tho",0,0,2025-10-18T17:39:15.523Z
at://did:plc:pzy2faj4us5did3cnmwq6ph7/app.bsky.feed.post/3m3i6hknclk2b,cherryscampers.bsky.social,www.twitch.tv/cherryscampers what if there was a silk song,1,1,2025-10-18T16:11:40.991Z
at://did:plc:pznp6ygiclpve3eudfwxwy57/app.bsky.feed.post/3m3i5sptvpk2p,softpup.bsky.social,"I’ve been over exerting my self and doing zero self care. 

So today is puppy day. Can i meet for coffee? Sorry I’m grounded I’m only allowed to clean my room and read a book. 

If i behave i get a little silk song as a treat.",0,2,2025-10-18T16:00:01.806Z
at://did:plc:hf7ppxvkrg45a4o2tjrsads5/app.bsky.feed.post/3m3i2gx7qas2k,spoopyricotta.bsky.social,"Streams gonna be delayed today, not sure how long maybe an hour or two, But later today we are playing more Silk Song. ye \o/ #vtuber #twitch twitch.tv/Spoopy_Ricotta",1,2,2025-10-18T14:59:45.652Z
at://did:plc:7kslh5ku7drrllnym76l6ceg/app.bsky.feed.post/3m3hgyyyr5s2u,sweensgaming.bsky.social,"Hollow Knight Silk Song, Act 2, More Places to Explore www.youtube.com/live/XaJX_5S...",0,1,2025-10-18T09:11:56.667Z
at://did:plc:f3mlzfu7iduvh3fh7srasfia/app.bsky.feed.post/3m3h5tydj2k2w,blackrainbow97.bsky.social,"In the same year we get deltarune chapter 3 and 4, silk song, time stranger, expedition 33, and yall pay for the more expensive, worse product instead. Baffling.",0,0,2025-10-18T06:28:04.522Z
at://did:plc:jyxzcrg7peioanvnbntkj556/app.bsky.feed.post/3m3h5pgommk2d,michaelz79.bsky.social,"#MusicChallenge #DavidsMonthOfMusic

Day 18: A song from 10 years ago

Wolf Alice - Silk",1,17,2025-10-18T06:25:31.794Z
at://did:plc:v75k3cm2rclyjwy55cix5aac/app.bsky.feed.post/3m3h5nvsdy223,flowerycowdog.bsky.social,Silk song brain rot is getting to me. Spider bard sona,0,2,2025-10-18T06:24:40.536Z
at://did:plc:4knwz26xajdiza6mmcbl5bdw/app.bsky.feed.post/3m3gzl45sd22f,liberalhoundmom.bsky.social,I love that song and the metaphor he uses in the lyrics “she came out of the sun in a silk dress running like a watercolor in the rain”.,0,1,2025-10-18T05:11:31.573Z
at://did:plc:ufu4x2ddv65skudjlbws2a35/app.bsky.feed.post/3m3gtqmbwpk2g,dbabulldog.bsky.social,"You’re playing silk song to relieve stress. 

I just about broke my new controller. It is so frustratingly hard.

And I love it!",0,2,2025-10-18T03:27:13.807Z
at://did:plc:ecegjxbngjwia2hxfoqa7i3t/app.bsky.feed.post/3m3glog6ibk2g,thedorkwitch.bsky.social,"TIME FOR MORE ACT 3 SHENANIGANS IN SILK SONG!
Will we beat the game, or will we get stuck on a boss for the next 3 hours? WHO KNOWS! Tune in to da stream to find out!

www.twitch.tv/TheDorkWitch",0,0,2025-10-18T01:02:50.359Z
at://did:plc:ccigpl5vekeq5psdenc636yi/app.bsky.feed.post/3m3gji5iptk2w,mamaheavy.bsky.social,"Mama is live doing live things in a lively way...probably silk song...or your dad!

LIVE (on twitch)

#lewdtuber #vtuber #twitch

www.twitch.tv/mamaheavy",1,3,2025-10-18T00:23:32.443Z
at://did:plc:ujmcwwq33dm6f56tmfmyy5ai/app.bsky.feed.post/3m3gjazkrlk24,jtillman.bsky.social,"I was playing Silk Song all day. Now it's time to boot up Legends ZA!
(yes I also submitted online assignments and checked my email but days off can't always be perfect)",0,2,2025-10-18T00:19:33.438Z
at://did:plc:nryvic4x3mci3gakbtjr65wy/app.bsky.feed.post/3m3gihg6zec2p,rokereto.bsky.social,eu quero o seu silk no meu song,0,9,2025-10-18T00:05:14.269Z
at://did:plc:pew2uy6fdo34vfl5btmqm3wi/app.bsky.feed.post/3m3gemxxzis23,akuminha.bsky.social,"Heuhsdhehushw eu não esperava ver o Berto desenhando a Hornet de Silk Song, mt bom véi",0,3,2025-10-17T22:56:45.719Z
at://did:plc:kevm5pypicd3d3tspvhyz6vi/app.bsky.feed.post/3m3g3jeub2c2u,zabrielfortuna.bsky.social,Maybe we beat the last boss today? :3 Silk Song www.twitch.tv/zabrielfortuna,0,1,2025-10-17T20:13:41.331Z
at://did:plc:oqeuxspobg7ikuasq5pwd2nv/app.bsky.feed.post/3m3g33x6kss2h,falme.com.br,"Tutorial de como jogar Silksong

Use Silk
Se não funciona
Use Song

Boa jogatina",0,2,2025-10-17T20:06:10.783Z
at://did:plc:e5ebefzfhvaszw67ydf4hzba/app.bsky.feed.post/3m3g2zyhdek26,almightyderek.bsky.social,"Gamepass is expensive and raising it 50% was terrible. Still I don't really think that comparison really means anything. Sure if you just want to play silk song you should just buy it, but if you plan on playing lots of games Game pass is still a way to go.",0,3,2025-10-17T20:05:05.011Z
at://did:plc:izt34xpm7cg3oiiqjbf57nn6/app.bsky.feed.post/3m3fvplssic2e,tiddleywhomp.bsky.social,Curlier being the goat. I'm still stuck on Silk Song,0,1,2025-10-17T18:29:47.502Z
